id,title,vote_average,vote_count,release_date,runtime,original_language,overview,popularity,poster_path,genres,production_companies,production_countries,spoken_languages,platform,clean_title
2518,Night Shift,0.0,0,2023-08-02,24,French,"One night, an actor prepares to go on stage while a museum guard makes her rounds. The two gradually immerse themselves in these dormant institutions, on the fringes of shows and exhibitions.",0.91,/tVjaLWjq6tr7yq0jRg9ftneHUZ5.jpg,Drama,victor,Switzerland,French,Prime Video,night shift
136859,The Lovers,0.0,0,2023-07-14,70,English,"Jon and Louise, a couple living in a leaky apartment, struggle with their relationship and material conditions. Louise is a server who is the sole income provider while Jon studies Marx's Capital. Beginning to lose her way, Louise cheats on Jon.",1.4,/bAqOy35AS4MKK2i3CuFmoJAHxxi.jpg,"Drama, Romance",640 films,United States of America,English,Netflix,the lovers
55444,Control,0.0,0,2023-12-15,0,English,"British Home Secretary Stella Simmons drives home one night while engaging in an affair with the Prime Minister. A mysterious man remotely hijacks her self-driving car, forcing her on a rampage through London",4.979,/jyvC0hIym1CHt5sO3vfZW0P5Azh.jpg,"Action, Thriller",cupsogue pictures,United States of America,English,Prime Video,control
5077,Cousins,0.0,0,2022-05-21,11,Spanish,A shy young man stays the night with acquaintances he hasn't seen in years in order to attend his father's funeral. His bizarre hosts have prepared an even more bizarre night for him.,0.6,/2Jf8SN58mlTVTUplhg5sGYWpMNJ.jpg,"Thriller, Comedy","estacato, sopa de piedra films",Mexico,Spanish,Netflix,cousins
163,Desperado,0.0,0,2005-08-09,37,English,"Nick Wilson, a professional thief, plans a final job. But when the job is done, he finds the mob isn't that easy to get away from. They want him to stay working with them permanently... which means living or dead.",0.6,/5kDEef7SJVnPBsi9wtNCtuMZaYb.jpg,"Action, Crime","dark night films, lighthouse pictures",United States of America,English,Prime Video,desperado
5298,Human Nature,0.0,0,2022-11-06,117,Dutch,Sophie (30) decides to hike 500 kilometers through the Arctic region of Norway. She wants to get away from the pressure everyday life. But life at home doesn't seem to understand her desire to go be by herself.,0.898,/jZjmrabVskpxtscaGGOQzTjCx2E.jpg,Adventure,tuesday studio,"Netherlands, Norway","Dutch, English, Norwegian",Netflix,human nature
7107,Foul Play,0.0,0,1993-11-05,3,English,An Animated short film about Farm.,0.84,/tC0g38GVa2cVM6Mu8Q97M0xKyAG.jpg,Animation,dna productions,United States of America,English,Prime Video,foul play
47644,Invincible,0.0,0,2022-10-10,30,French,"Inspired by a true story, Invincible recounts the last 48 hours in the life of Marc-Antoine Bernier, a 14-year-old boy on a desperate quest for freedom.",1.4,/3m7OyHt1mInamTRJINnjfuiB3Nw.jpg,Drama,"telescope films, h264 distribution",Canada,French,Prime Video,invincible
4646,Greenfingers,0.0,0,2022-06-28,16,English,"Following fateful scientific reports, protestors pose the argument for a better future against the vested interest of industry. Small to large, individual to collective, where do I fit into this?",0.697,/9dzmnZCqzIrCISvaWyJUdsjVlJo.jpg,Documentary,middlesex university,United Kingdom,English,Prime Video,greenfingers
2067,Doctor Zhivago,0.0,0,2018-05-14,0,Japanese,A sweeping musical adaptation of the classic Nobel Prize-winning novel about love in the final days of czarist Russia.,0.6,/zfAblObHY67LZcgoj4PsCIrwBgN.jpg,"History, Drama",takarazuka revue productions,Japan,Japanese,Netflix,doctor zhivago
168366,Beauty and the Beast,0.0,0,1976-01-01,20,Japanese,A stop-motion puppet animation adaptation of the fairy tale Beauty and the Beast.,0.6,/jvdwvcPmZO13htxhUVDtwdXjppd.jpg,"Animation, Fantasy",gakken,Japan,Japanese,Prime Video,beauty and the beast
2876,Thumbelina,0.0,0,1982-01-01,20,Japanese,A stop-motion puppet animation adaptation of Hans Christian Anderson's Thumbelina.,0.6,/iPFwXb6OMZt6pDWiFt5daSfhy1q.jpg,"Animation, Fantasy",gakken,Japan,Japanese,Disney Plus,thumbelina
4228,Heartbreakers,0.0,0,2023-04-21,35,English,"It’s 2008, and one high school grad is out for revenge. A year after a mysterious tragedy in a small town, friends reunite and party. Haunted by their reputations, one by one they’ll all get what’s coming for them. Whether it kills them or not.",0.6,/2Qcv3jFbkkeM09wfEecrHYmpFHO.jpg,"Comedy, Horror","pancake productions, eyewash",Canada,English,Netflix,heartbreakers
166461,Moana,0.0,0,2025-06-26,0,English,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches the island of an impetuous Chieftain, his willful daughter answers the Ocean's call to seek out the demigod to set things right.",39.202,/ys0jZr0quHERDUEoCboGQEKPvgQ.jpg,"Adventure, Comedy, Family, Fantasy","walt disney pictures, seven bucks productions, flynn picture company",United States of America,English,Disney Plus,moana
665,Underground,0.0,0,2024-10-16,7,Spanish,"Eric, a young man in recovery, lives in a home designed to help people in addiction situations. Throughout the documentary, he shares his journey from the depths of addiction to his recovery, highlighting the importance of letting oneself be helped in the process and evidencing the persevering attitude that one must have in order to keep one's feet on the ground and be reborn in a new place. life.",1.4,/y909yuOUotIXI2McQJw8IUgwnp5.jpg,Documentary,g3 producciones,Argentina,Spanish,Prime Video,underground
1385,Under Siege,0.0,0,2025-05-25,5,Greek,"After a devastating global audiovisual war, the world is unrecognizable, with influencers, content creators and their unwilling, zombie-like followers emerging as the victors. Traditional cinema is all but extinct, with its defenders persecuted and erased from the digital landscape. But the resistance is not lost. A last group of filmmakers, armed with old cameras and a few meters of film, refuses to surrender. As they fight to reclaim their craft, they must survive in a dystopian world where viral trends are the law and authenticity is a crime.",0.0071,/qmfrUqCk4dHZ5r3rM5wKCrSBpo8.jpg,"Science Fiction, Comedy",film school of the aristotle university of thessaloniki,Greece,"English, Greek",Netflix,under siege
140267,The Witch,0.0,0,2025-02-15,620,English,"The story of a woman who is kicked out of her village and called a ""witch"" when the men that she likes get hurt or die, and a man who risks his life to try to save her from the law of death.",0.0143,/dPkRAnEuatCuHa1uK9aWKesL7ci.jpg,"Mystery, Romance, Drama, Fantasy",channel a,South Korea,Korean,Netflix,the witch
3160,Magnolia,0.0,0,2023-01-12,120,English,Magonolia is a story of a teen girl with superhuman powers.,0.93,/c8jW0oJyuf0JQZx2JCPqtCpy8UZ.jpg,"Science Fiction, Action, Fantasy",ville ventures films,Trinidad and Tobago,English,Netflix,magnolia
6707,Cabin Fever,0.0,0,2023-06-01,10,English,"Struggling to finish her late father's novel, a young writer blurs the lines of reality while planning an impromptu wintry getaway with a childhood friend.",1.186,/1lsXU6fRD81xBhikiVrGC4XhgIb.jpg,"Thriller, Drama",a2c entertainment,United States of America,English,Netflix,cabin fever
104863,What If,0.0,0,2025-03-27,780,cn,"Lok Chak Shun is a man whose life splits into three different paths after a fateful encounter in his youth. As he navigates love, destiny, and choice, he learns that even the smallest decisions can shape an entire lifetime.",0.0214,/iNw2GBx6mw7BwzsRRVyhT7KJXSh.jpg,"Fantasy, Drama, Action, Animation, Comedy, Crime, Family","makerville, milkyway image",Hong Kong,Cantonese,Prime Video,what if
149354,Sisters,0.0,0,2024-11-15,0,English,A teenager battles her grief after a loss while trying to integrate back into her school life and friendship group.,1.4,/7GygiCkL1rJ3ARoVyhpsD7TPzXn.jpg,Drama,mary liz media,United Kingdom,English,Netflix,sisters
112175,How to Train Your Dragon 2,0.0,0,2027-06-11,0,English,The second live-action adaptation of the animated trilogy.,0.0286,/8HUBvnbizvTkGOZfxOZBjVSWFhi.jpg,"Fantasy, Adventure, Family, Action",dreamworks animation,United States of America,English,Netflix,how to train your dragon 2
106920,Her,0.0,0,2024-05-08,14,English,"A young woman receives a disturbing call from a stranger claiming she's outside her apartment; as their conversation deepens, they uncover dark secrets that connect their pasts.",0.0,/hab6yh5t51OHUmUuR9PTLL4j1lk.jpg,Horror,ms creative labs,India,"English, Hindi",Netflix,her
6665,Dracula,0.0,0,2018-09-19,86,English,Adult movie starring Damien Silver.,0.0,/xFcxLxpOhVuEK9Z5MH2VVsapsuK.jpg,Horror,knightbreeders,United States of America,English,Netflix,dracula
151559,Frankenstein,0.0,0,2009-09-08,104,Portuguese,"An interesting twist on an age old thriller. The story of Frankenstein is well known. But did you know that Frankenstein's monster was well hung? Well, it's the truth - and there's a whole lot more you probably don't know that this film can educate you by.  For instance, when choosing a particular subject for his experiments, the good Doctor looked for three things: virlity, strength and size of cock. Unlike popular myth, the monster was not created to terrorize village and countryside alike. Rather, his purpose was to be a sexual centerpiece for the doctor's good friend Count Dracula. Unfortunately, the monster has an opinion of his own and falls in love with a strapping young lad from the village.",0.0,/68y611mmDHNUXZLzFFrlHS5PZpm.jpg,Horror,ícaro studios,Brazil,Portuguese,Prime Video,frankenstein
2862,Caligula,0.0,0,2014-02-20,140,French,"A staging of Albert Camus' play ""Caligula"" by Stéphane Olivié-Bisson.",0.6,/uIB9eTa4FEe8rxXIbGZ7RZ7KFLX.jpg,"Drama, History",france télévisions,France,French,Prime Video,caligula
4239,Blow,0.0,0,2020-12-08,21,Polish,"Arthur has a girlfriend, they train together in a boxing club, they are 18 years old and go to the same high school. One evening, Ewa confides in him about an affair she once had with an older man. This news has a strong influence on Arthur. During the next training session, he unloads his aggression on her, which starts a game of mutual provocation between them.",0.6,/A4cmlRxRBwtvJJLa6qmGrLmWenI.jpg,Drama,"pwsftvit, pisf",Poland,Polish,Netflix,blow
3668,Romeo and Juliet,0.0,0,2023-12-16,11,Spanish,"Year 2422. Christopher, a failed man, wants to save the life of Alma, his genoid wife, who is disconnected due to her risky pregnancy. Christopher breaks into Andromeda, the company that created Alma, to reinstate his wife in order to save her life.",0.6,/uijj5RfNPU7eUIbJrFOswTSbCbk.jpg,"Romance, Science Fiction","universidad de los andes, facultad de humanidades y educación - escuela de medios audiovisuales",Venezuela,Spanish,Prime Video,romeo and juliet
5799,Exodus,0.0,0,2020-10-29,5,English,"In the near future, the Earth, the primary habitat of man has been transformed into a hostile environment. A team of scientists is trying to find a viable solution to ecological problems. ""Are we able to learn from our own mistakes?""",0.911,/au6X804BfXTmECKrCGBI4gMbfEF.jpg,Science Fiction,ecv animation,France,English,Prime Video,exodus
2587,Life,0.0,0,2000-01-01,6,Serbian,Short documentary.,0.6,/ilYwaObl0V3Ks1u8dIJ8lcH0UVW.jpg,Documentary,"srna film, zastava film","Bosnia and Herzegovina, Serbia",No Language,Netflix,life
140267,The Witch,0.0,0,2009-10-08,85,German,"The Witch is a ""Once Upon a Time"" fairy tale that will keep you on the edge of your seat as she uses her sensuous body to conjure up sexual fantasies. From a lesbian scene to an all out orgy, The Witch will keep you mesmerized as she casts a spell on everyone around her to fulfill her own sexual desires.",0.0,/c6HpnlP5cBg77bGOKbmsxNF3UHZ.jpg,"Horror, Fantasy",eurofuck,Germany,German,Netflix,the witch
112911,Hercules,0.0,0,2024-12-25,26,Serbian,"The film ""Hercules"" tells the story of a man who is deeply depressed and on the brink of suicide. However, as he starts to raise a cricket, his situation begins to change unexpectedly.",1.4,/fDjVMWEa006zECCbriVhUY2jdsb.jpg,Drama,didaskalija,Bosnia and Herzegovina,Serbian,Disney Plus,hercules
168366,Beauty and the Beast,0.0,0,2012-10-24,4,English,A gorilla menaces a stripper.,0.903,/dPnlFyesN2kflbDpnntcOs43JYG.jpg,Horror,stag films,United States of America,No Language,Prime Video,beauty and the beast
136850,Villain,0.0,0,2025-02-21,4,English,The main character's second attempt to escape the narrative is thwarted by a mysterious camera.,1.4,/dAKYn5xlolGo4y7z6ifMz4kg742.jpg,"Science Fiction, Mystery, Horror",hammerhead films,United States of America,English,Netflix,villain
119141,The Interview,0.0,0,2008-08-25,21,Albanian,"Year 1995 During the Serbian occupation of Kosovo, in the absence of telephone lines for the Albanian population, a local mayor (chairman of the five Albanian villages) of one part of Kosovo, must give an interview to an English newspaper, but to do this he should move up to a telephone pole, and connect a camera phone just to realize the interview.",0.6,/jeKguzeTDP2NCy18oBUeSYu9ld2.jpg,Drama,prishtinafilm/thegroup,Kosovo,"Albanian, English",Netflix,the interview
1967,Labyrinth,0.0,0,2025-01-10,14,English,A man decides to skip work as he embarks on an adventure across London.,1.4,/5YiNmBo8ZfEKOR5ttwsuRjduHVc.jpg,"Drama, Comedy",rayners close productions,United Kingdom,English,Netflix,labyrinth
149590,Standoff,0.0,0,2024-04-18,1,English,Standoff between two cowboys vying for control over a small town.,0.0,/pqb08Y8od5M6KI4iWHc7m0OK8M0.jpg,"Western, Comedy",indefinite insanity productions,Australia,English,Netflix,standoff
80748,Alice in Wonderland,0.0,0,2014-12-31,90,Russian,New Year's musical based on the well-known story by Lewis Carroll. Alice runs away from reality into a fairy tale and finds her love there.,0.6,/wC5y1K0Fk6DXc3ormh4vbkjwijC.jpg,"Fantasy, Family, Music, TV Movie","w media, україна (телеканал)",Ukraine,Russian,Prime Video,alice in wonderland
6213,Tears of the Sun,0.0,0,2019-02-22,0,English,"In the captivating drama ""Tears of the Sun,"" Bash Luks as Marvin, a determined young man from a humble background, finds himself in a whirlwind of emotions when he falls in love with Kemirembe Mulungi as Nadia, a beautiful woman from a prestigious royal family. Despite their vastly different upbringings, their connection deepens as they navigate the challenges of societal expectations and familial pressures. As they fight for their love, Marvin must confront his own insecurities and the adversities that come with loving someone from a world so different from his own. The film beautifully explores themes of love, resilience, and the trans-formative power of hope against the backdrop of a tumultuous society.",0.6,/6C7MO6mDJbNYVMEKeS1TAqvBuN1.jpg,Drama,"lot fire records, nature filmz uganda",Uganda,"English, Ganda",Netflix,tears of the sun
138702,Feast,0.0,0,2023-12-07,9,English,Ash decides to end a date after a bad day.,1.4,/cPL99PaFXS2OcWSeeRi6Lya4qpu.jpg,"Horror, Thriller, Drama",lovingly passionate productions,United States of America,English,Disney Plus,feast
151559,Frankenstein,0.0,0,2022-01-29,136,English,"Dr Frankenstein obsesses over his creation in Blackeyed Theatre’s adaptation of Mary Shelley’s masterpiece, in which The Creature is brought to life through puppetry.  Captured live at Wilde Theatre, Bracknell, in 2022, this production features ensemble storytelling, multi-roling and live music and explores themes of revenge, prejudice and ambition.",0.774,/5XQCSR0OePMiKDEMP6Z5gBX3tDp.jpg,"Drama, Romance","blackeyed theatre, discoverer pictures",United Kingdom,English,Prime Video,frankenstein
136602,Creep,0.0,0,1998-01-01,135,English,"Jeff and Zack are young ambitious men with aspirations of becoming professional artists. Just as things look like they're falling into place, they meet a washed-up former magician and con man named CC Gates.",0.0,/hBTeWOQ8wrwd9Xd63m1sYv2LHoi.jpg,"Comedy, Horror","got films, troma entertainment",United States of America,English,Netflix,creep
130520,Home,0.0,0,2017-09-13,11,English,"Lewis starts to recognise himself in other people. Having reflected on his past, he attempts to affect his future.",0.6,/nHbGGsXm4FzRo29eBQFjcM0G89z.jpg,Drama,it's my shout,United Kingdom,English,Netflix,home
2572,10 Things I Hate About You,0.0,0,2009-07-07,461,English,"Based on the hit movie, the comedy returns to Padua High, where newcomers Kat and Bianca Stratfor attempt to navigate the popular crowd and the opposite sex while dealing with their overprotective Dad",0.0,/sCRmXcxJCXPv6W6kDLFgnBYNzne.jpg,Comedy,abc,United States of America,English,Prime Video,10 things i hate about you
88129,Drive,0.0,0,2021-10-04,11,English,"Aron makes a grave mistake when he forgets to thank the bus driver one morning, setting off a series of unfortunate events.",0.6,/pz39QpQMnqtWmccJ93R2MAz69rg.jpg,Drama,it's my shout,United Kingdom,English,Netflix,drive
63876,Milk,0.0,0,2022-05-29,6,Hungarian,The film captures the astonishing story about the relationship of a prejudiced elementary school teacher and a self-sacrificing student.,0.0,/sZNF8akKmebQ0EoPWBIFeg1LiYu.jpg,Drama,focus-fox studio,Hungary,Hungarian,Netflix,milk
92008,Haywire,0.0,0,2023-03-25,90,English,"When lovebirds Nifemi and Swell elope after the former's parents disapprove of their relationship, Nifemi's parents lock her up in their mansion. Swell and his friends fake a robbery in order to rescue Nifemi, but things don't go exactly as planned.",0.0,/tE8Nkl2j8thvHkBXNqpmis4yIAX.jpg,"Comedy, Drama, Romance","africa magic, lavida studios",Nigeria,English,Netflix,haywire
7160,Monster,0.0,0,2011-12-06,8,English,A comical short film about a family raising a spoilt daughter.,0.0,/gAS0BayfUV8MeKmpC6qVJoGc6le.jpg,Comedy,it's my shout,United Kingdom,English,Netflix,monster
4666,Skin Deep,0.0,0,1998-03-05,19,Finnish,"A quiet and clumsy Eki works at the shipyard and wants to be like his masculine and outspoken co-workers. To become a real man, he needs some tattoos. A real ones.",0.0286,/38LPlJkaREbNuUjmYs95oZhjJrd.jpg,"Drama, Comedy","talent house, taideteollinen korkeakoulu / elokuvataiteen laitos etl",Finland,Finnish,Prime Video,skin deep
69849,Roots,0.0,0,2024-08-15,16,Spanish,"Twenty-one-year-old Julia had to leave her daughters under the care of a children's shelter house. Five years later, Julia keeps fighting to rebuild her life and get reunited with her daughters.",1.4,/oMouQm9UBpY98cKb84jNfeaeJaV.jpg,Documentary,"universidad nacional autónoma de méxico, escuela nacional de artes cinematográficas (enac)",Mexico,Spanish,Netflix,roots
1432,Metro,0.0,0,2023-11-05,14,Spanish,An experimental and sensory portrait of the Mexico City Metro System through the job of a subway driver and the spaces she journeys.,0.6,/ddt03SCzoKxG3ZLVGI5xSrOa4PT.jpg,Documentary,"universidad nacional autónoma de méxico, escuela nacional de artes cinematográficas (enac)",Mexico,Spanish,Netflix,metro
65088,Bedtime Stories,0.0,0,2010-08-17,80,English,"These are the kind of ""Bedtime Stories"" that are guaranteed to keep you up at night. Ted Matthews stars as an eager L.A. renter in search of a new place and this place seems perfect, but why is the rent so low? After discovering a book left in the house Ted finds out the place is haunted! The mysterious apparitions have been taking advantage of the occupants and using them for their own pleasure. These are by far the sexiest ghosts you will ever meet. From a hardly chilling date to an enchanted black cat, a formidable leather man and angel faced stranger, Ted will learn the secrets of his potential home.",0.0,/zI03HXc92MXhjzBxB75DTbFZELu.jpg,Horror,catalina video,United States of America,English,Netflix,bedtime stories
3668,Romeo and Juliet,0.0,0,1967-03-12,70,English,BBC Play of the Month adaptation of Shakespeare's tragic love story.,1.4,/yaLOJyUw5XOx7FYiykMhSgGRB5t.jpg,"Romance, Drama, TV Movie",bbc,United Kingdom,English,Prime Video,romeo and juliet
1754,Fallen,0.0,0,2020-01-08,5,English,"A music video for Geomi’s track, “Fallen”.",0.66,/gyGoSt8WtFyAut8xR5PGdGmqBfZ.jpg,Music,hazel eye productions,United States of America,English,Netflix,fallen
27829,Slasher,0.0,0,2011-06-10,19,Ukrainian,Short horror film.,0.0,/emC4ZjZ7XDaXE6xEblEB0pHqInp.jpg,Horror,extreme pestilence films,Russia,Ukrainian,Netflix,slasher
27584,Dead End,0.0,0,2019-04-04,94,Azerbaijani,"""Dalan"" is a film that tells about dead-end life situations that anyone can get into. In the film, several intertwined stories are built around the main plot line - the betrayal of a young wife to her despotic husband.",1.4,/uCQoANvsrc1w4r4xSrZRWMmHRgG.jpg,Drama,rustamzade film,Azerbaijan,Azerbaijani,Prime Video,dead end
501,Naked,0.0,0,2019-06-12,52,English,"Three life models pose naked for an artist. They are Kate Dunne, Dylan Jon Matthews, and Izabella Linuza. We see them pose naked as the artist draws and paints them. They tell us about how they got into life modeling, what it feels like to stand naked in front of strangers, body image, and sexual issues. We explore the ancient and mysterious relationship between the artist and the life model. At the end, Dylan draws Kate and Izabella naked. Then Kate and Izabella draw Dylan naked. We demonstrate the similarities and differences between the male gaze and the female gaze.",0.6,/a6qJ7cYrTElBW2rzO6WEkiaEYDh.jpg,Documentary,first quarter films,Ireland,English,Netflix,naked
2148,House,0.0,0,2020-10-30,51,English,"A man is trapped in a seemingly endless house with only a lighter, a map, and something unknown lurking in the dark.",0.6,/j9xZCLdAZcb6Vr3jGS9RzKWvshU.jpg,Horror,doomed productions,United States of America,English,Prime Video,house
3024,Piranha,0.0,0,2010-12-18,76,Japanese,"Natsu  is unable to reveal her feelings to 'bento' (lunchbox) vendor Sone. Through the arrangement of Haruo, a man she has just met, she begins living together with Sone. But things aren't the way she expected them to be...",0.0,/d6IkEFHX0ga5kik4FbsosWHrWtW.jpg,Romance,art port,Japan,Japanese,Prime Video,piranha
72998,Avatar,0.0,0,1916-03-06,50,Italian,"Based on Théophile Gautier's novel of the same name, the film tells of the tragic love affair of Ottavio de Saville. He falls madly in love with Madame Prascovie Labinska, a woman very faithful to her husband, the Polish count Olaf Labinski. Alarmed by the growing physical and mental weariness of the desperate young man, his relatives and friends decide to turn to Doctor Balthazar, who has just returned from a trip to the Indies where he was initiated into the secrets of Brahman.",1.4,/nUTlHxnwomoIwojD0AF0OMzkonw.jpg,"Drama, Fantasy",società italiana cines,Italy,No Language,Disney Plus,avatar
2518,Night Shift,0.0,0,2018-11-08,40,English,A guilt ridden police officer is forced to tackle her inner demons and rely on her training to survive and fight her way through 5 floors of a drug lab.,0.0,/iZR9Q385fkv6GQjkEfoBQjCCfyW.jpg,"Action, Crime, Thriller",prima lux films,Australia,English,Prime Video,night shift
1458,Touch,0.0,0,1983-06-01,10,Moldavian,Animation short,1.4,/7rRvid05KNXztI388W9cELuiGX6.jpg,Animation,moldova-film,Soviet Union,"Moldavian, Russian",Prime Video,touch
762,Striptease,0.0,0,2013-06-03,17,Russian,"Two get into the room, it's unclear how, it's unclear where. They could go out, but the doors suddenly close ...",1.148,/z6RuyK0oqbDe0PyBfHKfVEozcYn.jpg,"Drama, Comedy","rock films, vgik",Russia,Russian,Netflix,striptease
2974,Bats,0.0,0,2018-08-12,15,English,A hazy night in Wellington is lit up with the pulsating colors and sounds of party people exploring their youth and freedom.,0.937,/a0IkbkfKhd9hqw2LgCS51N2mQsb.jpg,"Comedy, Drama","myna productions, sandy lane productions, new zealand film commission, toi whakaari: new zealand drama school",New Zealand,English,Prime Video,bats
6691,Dust,0.0,0,2008-01-01,20,Serbian,The film on several girls at casting for a role.,0.6,/tOkvr4u1d1zapARtNPgIxJXzR73.jpg,Documentary,faculty of dramatic arts in belgrade,Serbia,Serbian,Prime Video,dust
7032,Revenge,0.0,0,1928-10-01,70,English,"Rascha, the wild daughter of Costa, the Gypsy bear tamer, swears revenge on Jorga, her father's enemy, when he cuts off her braids (a sign of disgrace among the Gypsies).",1.4,/uhJeTwDK0KdziLMnVCON6gNemUy.jpg,"Drama, Romance","edwin carewe productions, art cinema corporation",United States of America,English,Netflix,revenge
59549,Shelter,0.0,0,2011-10-08,16,Indonesian,A short about a sleepy couple in an empty bus.,0.6,/4uA8huHZzBzgrIAfaYKgHQdEmPP.jpg,Romance,hide project films,Indonesia,No Language,Netflix,shelter
662,Fear,0.0,0,2018-01-23,99,German,"ANGST is a psychological study in the form of a film. An emotionally deeply rooted, yet mentally terrorizing relationship between an empath and a sociopath, serves as a microcosmic example to analyze the inexplicable phenomenon of aeons: LOVE.",0.854,/q5FO1D6Cs4XR9WAjjyM1e4cMwnV.jpg,Mystery,m v studios,Germany,"English, German, Russian",Prime Video,fear
3966,Detour,0.0,0,2013-09-30,18,Russian,"At a bend, the fate of two travelers decides. Will you turn left and - taking a little detour - follow the invitation of a petrol station acquaintance or turn right ...?",0.6,/sCxHMTwQfB3N2M7xVTZ5bCmg6yp.jpg,Drama,vgik,Russia,Russian,Netflix,detour
2858,American Beauty,0.0,0,1927-10-09,0,English,American Beauty (1927),0.988,/xmdCIgM3uNXn4UBdSrfWTWamEYu.jpg,"Comedy, Drama, Romance",first national pictures,United States of America,English,Netflix,american beauty
152071,Race,0.0,0,2010-12-13,59,English,Can one recent local election in Louisiana tell us anything about the state of race relations in twenty-first century America? RACE is a story of high ground and low roads in post-Katrina New Orleans politics.,0.621,/mKljcBNu0N4JMvPmwVDanel4bTN.jpg,"Documentary, History",cecilfilm productions,United States of America,English,Netflix,race
7032,Revenge,0.0,0,1946-04-21,80,Italian,A man comes home from the war and finds both his plant and his family destroyed.,0.841,/nGUTl45xJ3CuKIDYm9dEkIkyaDh.jpg,Drama,zeus film,Italy,Italian,Netflix,revenge
140928,Joy,0.0,0,2018-04-19,23,Russian,"For an ordinary Yakut guy Kolya Anufriev life seems to be simple and clear until he meets Svetka. Because of her he wants to become better and change his life, but as a result, everything changes...",0.6,/gJXPRnS1hgoPwRJe6dbraq7EqLp.jpg,Drama,moscow film school,Russia,Russian,Netflix,joy
1604,Money Talks,0.0,0,1926-05-10,70,English,"Sam Starling (Owen Moore) is deep in debt, his wife Phoebe (Claire Windsor) is leaving him and still he is confident. When Phoebe boards a luxury yacht and is wooed by the captain, Sam comes aboard as a woman and tries to seduce the captain (in fact, a liquor smuggler), away from his wife.",0.676,/uBKXwTZWA2SPuCQzsQ1JZtk7LFI.jpg,Comedy,metro-goldwyn-mayer,United States of America,English,Netflix,money talks
107780,Cats,0.0,0,2007-07-07,71,French,A TV movie by Yaēl André.,0.6,/cBHMvqZE3jEPz4yUpHLZJTM32mH.jpg,Documentary,"cobra films, peter stockhaus filmproduktion, rtbf","France, Germany",French,Prime Video,cats
143365,The Circle,0.0,0,2013-04-28,48,English,"The Circle is a documentary about the Large Hadron Collider. The LHC is a gigantic scientific instrument near Geneva, where it spans the border between Switzerland and France about 100m underground. It is a 27km particle accelerator used by physicists to study the origin of everything. Results and interpretation of the collisions of particles will revolutionize our understanding of the Universe and how it began. The Circle leaves the scientific aspect of the experiment and makes a journey above the ground. We follow the 27km circle in an existential search for local people with an opinion about what's happening below.",0.6,/2gfDpii6TmBN3bcAqFxnt15pvOQ.jpg,Documentary,a team productions,Belgium,"English, French",Netflix,the circle
149354,Sisters,0.0,0,2016-04-15,17,Russian,"A story of two sisters (one of them is a wheelchair person) living in a village in the Republic of Mordovia, Russia.",0.6,/xN6eQnHUiLdbGn3x3OdcPEgeptb.jpg,Documentary,ргппу,Russia,Russian,Netflix,sisters
143245,The Little Prince,0.0,0,2015-11-02,55,Russian,"In a small village on the slopes of the former coal mines, Oleg Pavlov, the father of many children, screens the ""Little Prince"" of Exupery. The camera is the cheapest, bought for retirement. In the roles - Oleg and his four children. Two years of filming and editing - and journalists from all over Russia are on a visit to an amazing creative and friendly family. But the family never calls his father at the table. Children refuse to go to the premiere of the film. And Oleg himself does not go to spend the eldest daughter, when she leaves to live in another city. He just sleeps. And no one wakes him up.",0.6,/ga2aUOqTl1658x7viqndwpKFU7b.jpg,Documentary,m. razbezhkina and m. ugarov academy,Russia,Russian,Netflix,the little prince
7032,Revenge,0.0,0,1968-01-02,14,Czech,"An animated Gothic tale based on Gérard de Nerval’s short story about a young man crossed in love, who asks the wizard Gonin for help and suffers the consequences.",0.841,/r8fRLBjWQMxV0YxaFANj5MmoFVz.jpg,"Animation, Fantasy, Horror",krátký film praha – studio bratři v triku,Czechoslovakia,No Language,Netflix,revenge
27036,Merlin,0.0,0,2018-02-23,110,Tamil,"An upcoming director wants to concentrate on the script that he is working on and wants to make a name. But he never gets any peace because he lives with a roomful of roommates who are so loud and brash all the time that he cannot concentrate on his work. So he comes up with a story of a ghost, who is an actress and haunts their place. The spirit soon comes to life and has an eerie resemblance to Marilyn Monroe. It turns their life upside down and instead of this apparition helping the director; it distracts him more than ever. He loses all his focus and is not able to complete his script, thereby unable to fulfill his dreams of becoming a successful writer. Does the ghost leave them alone in peace?",0.84,/w0DODa3QPvAwGRtY2i45sBA6e5x.jpg,Drama,jsb film studios,India,Tamil,Netflix,merlin
421,Black Beauty,0.0,0,1933-04-01,70,English,"Black Beauty is being trained to run in the steeplechase race, upon which the Cameron family has staked its fortune. However, the horse is injured racing for a doctor when its owner is hurt, and it looks like it won't recover in time to compete in the race.",1.299,/uO9GZfNfCKeCEH5ytVqnEbEC8ua.jpg,"Drama, Romance",i.e. chadwick productions,United States of America,English,Disney Plus,black beauty
901,Funny Face,0.0,0,1984-07-21,87,Chinese,A comedy about a couple of poor-looking people who take part in a TV matchmaking programme.,0.832,/jRXyyqHlnEZ0Kzh0V5ILoYAEhDm.jpg,Comedy,"tomson film co., ltd.",Taiwan,Mandarin,Prime Video,funny face
